company,totalyearlycompensation,yearsofexperience,yearsatcompany,gender,Race,Education
Microsoft,186000,13,10,Female,White,Master's Degree
Amazon,180000,1,0,Male,Asian,Bachelor's Degree
Google,295000,4,0,Male,Asian,Master's Degree
Microsoft,168000,2,2,Female,White,Bachelor's Degree
Amazon,173000,11,11,Female,White,Bachelor's Degree
Google,184000,3,3,Male,Hispanic,Bachelor's Degree
Amazon,21000,1,1,Male,Asian,Bachelor's Degree
Amazon,165000,3,0,Male,White,PhD
Microsoft,229000,16,16,Female,Asian,Master's Degree
Amazon,210000,2,0,Male,Asian,Bachelor's Degree
Amazon,342000,12,7,Male,White,Bachelor's Degree
Google,332000,5,0,Male,Asian,PhD
Google,283000,10,10,Female,Asian,Bachelor's Degree
Oracle,27000,1,1,Male,Asian,Master's Degree
Microsoft,150000,1,0,Male,Black,Bachelor's Degree
Google,225000,2,2,Female,Asian,Bachelor's Degree
Amazon,200000,3,3,Male,Asian,Bachelor's Degree
Amazon,500000,12,10,Female,Asian,Master's Degree
Amazon,270000,5,4,Male,Asian,Master's Degree
Microsoft,116000,1,0,Female,Asian,Bachelor's Degree
Facebook,128000,0,0,Male,Hispanic,Master's Degree
Amazon,87000,2,2,Male,Asian,Bachelor's Degree
Google,33000,7,0,Female,Asian,Bachelor's Degree
Microsoft,264000,30,16,Female,White,Some College
Microsoft,49000,7,0,Female,Asian,Bachelor's Degree
Microsoft,256000,9,6,Male,Asian,Master's Degree
Google,360000,15,1,Male,White,Master's Degree
Google,176000,0,0,Female,Asian,Bachelor's Degree
Google,347000,7,0,Male,White,Bachelor's Degree
Microsoft,172000,5,5,Female,White,Bachelor's Degree
Facebook,195000,5,0,Male,White,Master's Degree
Facebook,401000,7,0,Male,Asian,Master's Degree
Amazon,410000,13,7,Male,Asian,Master's Degree
Amazon,119000,5,0,Female,Asian,Bachelor's Degree
Google,650000,16,8,Male,Asian,Master's Degree
Microsoft,213000,1,0,Male,Asian,Master's Degree
Amazon,165000,0,0,Male,Black,Bachelor's Degree
Google,155000,1,0,Male,Asian,Bachelor's Degree
Apple,183000,2,0,Male,Asian,Bachelor's Degree
Microsoft,186000,25,1,Female,Asian,Master's Degree
Microsoft,186000,25,1,Female,Asian,Master's Degree
Amazon,400000,5,5,Female,Asian,PhD
Google,300000,12,6,Male,Asian,Master's Degree
Facebook,194000,5,3,Male,Asian,Bachelor's Degree
Amazon,84000,8,2,Male,Asian,Master's Degree
Facebook,380000,15,1,Female,Asian,Master's Degree
Amazon,196000,5,5,Male,Asian,Master's Degree
Amazon,329000,8,0,Male,Asian,Master's Degree
Amazon,230000,5,1,Male,Asian,Master's Degree
Microsoft,168000,0,0,Female,Black,Bachelor's Degree
Google,134000,0,0,Female,Asian,Bachelor's Degree
Amazon,190000,10,0,Male,Hispanic,Master's Degree
Google,199000,7,2,Female,Asian,Bachelor's Degree
Microsoft,227000,20,5,Male,White,Bachelor's Degree
Amazon,165000,9,2,Male,Asian,Bachelor's Degree
Apple,207000,2,2,Female,Asian,Master's Degree
Microsoft,765000,20,20,Male,Asian,Bachelor's Degree
Apple,220000,2,0,Male,Asian,Master's Degree
Apple,265000,12,3,Female,White,Bachelor's Degree
Facebook,342000,4,0,Male,Hispanic,Highschool
Google,214000,2,2,Male,Asian,Bachelor's Degree
Google,365000,9,0,Male,Asian,PhD
Facebook,406000,8,8,Male,White,Bachelor's Degree
Amazon,222000,15,0,Female,White,Master's Degree
Amazon,310000,10,0,Male,Asian,Bachelor's Degree
Microsoft,182000,5,0,Female,Asian,Master's Degree
Microsoft,145000,5,2,Female,Asian,Master's Degree
Google,330000,8,3,Male,Asian,Bachelor's Degree
Google,180000,10,5,Male,Asian,Master's Degree
Amazon,61000,10,2,Male,Asian,Bachelor's Degree
Amazon,340000,15,4,Male,White,Bachelor's Degree
Amazon,505000,8,8,Male,White,Bachelor's Degree
Microsoft,160000,6,5,Male,Hispanic,PhD
Amazon,262000,8,0,Female,Asian,Master's Degree
Amazon,144000,8,3,Male,White,Bachelor's Degree
Amazon,180000,2,1,Male,Asian,Master's Degree
Microsoft,38000,3,3,Male,Asian,Bachelor's Degree
Google,310000,20,2,Female,Asian,Master's Degree
Google,45000,2,0,Male,Asian,Bachelor's Degree
Amazon,225000,7,2,Male,Asian,Master's Degree
Amazon,133000,0,0,Male,Black,Bachelor's Degree
Facebook,340000,6,4,Male,Asian,Bachelor's Degree
Amazon,195000,4,2,Male,Asian,Master's Degree
Oracle,60000,4,0,Male,Asian,Bachelor's Degree
Google,65000,2,0,Male,Asian,Bachelor's Degree
Amazon,540000,20,4,Male,White,Bachelor's Degree
Amazon,250000,7,5,Male,Asian,Master's Degree
Microsoft,218000,15,12,Male,Hispanic,Bachelor's Degree
Amazon,171000,1,0,Male,Asian,Master's Degree
Amazon,143000,2,1,Male,Asian,Master's Degree
Google,444000,17,6,Female,Asian,Master's Degree
Microsoft,198000,6,2,Male,Asian,Master's Degree
Facebook,561000,8,2,Male,White,Bachelor's Degree
Microsoft,240000,18,14,Male,White,Bachelor's Degree
Google,366000,13,7,Male,White,Master's Degree
Amazon,147000,2,0,Male,Asian,Master's Degree
Apple,225000,3,0,Male,Hispanic,Bachelor's Degree
Microsoft,400000,10,4,Male,Asian,Master's Degree
Amazon,950000,15,9,Male,Asian,Master's Degree
Oracle,66000,13,6,Male,Asian,Master's Degree
Facebook,182000,3,0,Male,White,Master's Degree
Amazon,173000,2,0,Male,Asian,Master's Degree
Amazon,190000,9,2,Male,White,Bachelor's Degree
Google,202000,2,0,Male,Asian,Highschool
Amazon,360000,12,5,Male,Asian,Master's Degree
Amazon,196000,6,2,Male,Asian,Master's Degree
Google,322000,15,4,Male,White,Master's Degree
Apple,200000,5,0,Male,Asian,Master's Degree
Microsoft,180000,2,0,Male,Asian,Bachelor's Degree
Microsoft,181000,5,3,Female,Asian,PhD
Amazon,240000,5,5,Male,Asian,Master's Degree
Amazon,123000,7,1,Male,Asian,Master's Degree
Oracle,435000,12,1,Female,White,PhD
Amazon,210000,4,4,Male,White,Bachelor's Degree
Microsoft,138000,5,2,Male,Hispanic,Bachelor's Degree
Amazon,150000,0,0,Male,Asian,Master's Degree
Amazon,259000,5,0,Male,Asian,Master's Degree
Apple,500000,20,5,Male,Asian,Master's Degree
Amazon,240000,11,1,Male,Asian,Bachelor's Degree
Apple,398000,9,0,Male,Asian,Master's Degree
Facebook,285000,12,0,Male,Asian,Master's Degree
Microsoft,250000,20,0,Male,White,Master's Degree
Amazon,87000,8,0,Male,Asian,Bachelor's Degree
Amazon,170000,2,2,Male,Asian,Master's Degree
Apple,134000,3,0,Female,Asian,Master's Degree
Microsoft,139000,2,0,Female,Asian,Master's Degree
Amazon,233000,8,1,Male,Two Or More,Master's Degree
Facebook,195000,1,1,Female,Asian,Master's Degree
Google,371000,0,0,Male,White,PhD
Oracle,184000,0,0,Male,White,Bachelor's Degree
Amazon,176000,3,0,Male,Asian,Master's Degree
Microsoft,187000,2,0,Male,Asian,Bachelor's Degree
Oracle,51000,11,0,Female,Asian,Bachelor's Degree
Amazon,230000,5,0,Male,White,Bachelor's Degree
Amazon,248000,7,6,Male,Asian,Bachelor's Degree
Facebook,275000,3,0,Male,Asian,Bachelor's Degree
Google,142000,6,1,Female,Black,Bachelor's Degree
Oracle,205000,0,0,Male,Two Or More,Bachelor's Degree
Apple,265000,13,13,Male,White,Bachelor's Degree
Google,218000,7,7,Male,White,Bachelor's Degree
Amazon,184000,8,2,Male,Hispanic,Master's Degree
Google,401000,6,0,Male,Asian,Bachelor's Degree
Facebook,265000,15,4,Male,White,Bachelor's Degree
Amazon,175000,1,0,Male,Asian,Bachelor's Degree
Amazon,210000,5,3,Male,Asian,Master's Degree
Apple,162000,7,2,Female,Asian,Master's Degree
Microsoft,322000,27,14,Male,White,Bachelor's Degree
Amazon,201000,0,0,Female,White,PhD
Facebook,350000,15,0,Male,Asian,Bachelor's Degree
Amazon,170000,3,3,Male,Asian,Bachelor's Degree
Apple,192000,4,3,Male,White,Master's Degree
Microsoft,46000,2,0,Male,Asian,Bachelor's Degree
Facebook,434000,5,2,Male,Asian,PhD
Microsoft,47000,4,0,Female,Asian,Bachelor's Degree
Microsoft,336000,16,1,Male,Asian,Master's Degree
Amazon,325000,7,6,Male,Asian,Bachelor's Degree
Amazon,220000,6,2,Male,Asian,Bachelor's Degree
Google,189000,7,2,Female,White,Bachelor's Degree
Amazon,177000,2,0,Female,Asian,Bachelor's Degree
Microsoft,156000,0,0,Female,White,Bachelor's Degree
Microsoft,210000,2,0,Male,Asian,Master's Degree
Amazon,270000,9,4,Female,Asian,Master's Degree
Amazon,180000,4,2,Female,Asian,Master's Degree
Amazon,350000,20,0,Male,Asian,Bachelor's Degree
Microsoft,193000,10,8,Male,Two Or More,Bachelor's Degree
Amazon,173000,2,0,Male,Asian,Bachelor's Degree
Amazon,500000,12,3,Male,White,Highschool
Amazon,238000,2,0,Male,Asian,Bachelor's Degree
Google,208000,12,2,Male,Two Or More,Bachelor's Degree
Apple,161000,6,5,Male,White,Bachelor's Degree
Amazon,173000,5,1,Male,Hispanic,Bachelor's Degree
Amazon,247000,9,1,Female,Asian,Bachelor's Degree
Apple,200000,3,1,Male,Asian,Master's Degree
Amazon,1105000,21,11,Male,White,Master's Degree
Amazon,192000,10,6,Male,White,Bachelor's Degree
Amazon,132000,5,1,Female,Asian,Master's Degree
Apple,56000,7,2,Male,Asian,Bachelor's Degree
Amazon,175000,1,0,Male,White,Bachelor's Degree
Amazon,365000,16,3,Male,White,Bachelor's Degree
Amazon,170000,1,1,Male,Asian,Bachelor's Degree
Amazon,273000,13,1,Male,White,Bachelor's Degree
Facebook,350000,3,3,Male,Asian,Master's Degree
Apple,210000,10,4,Male,Asian,Bachelor's Degree
Apple,247000,11,3,Male,Asian,Bachelor's Degree
Amazon,147000,14,1,Male,White,Master's Degree
Amazon,24000,0,0,Male,Asian,Bachelor's Degree
Facebook,346000,5,1,Male,Asian,Master's Degree
Facebook,210000,2,0,Male,Asian,Master's Degree
Google,190000,5,0,Male,Asian,Bachelor's Degree
Google,245000,14,3,Male,Asian,Bachelor's Degree
Microsoft,40000,3,0,Male,Asian,Bachelor's Degree
Facebook,411000,4,1,Male,Asian,PhD
Google,450000,11,8,Male,White,Master's Degree
Microsoft,227000,4,4,Male,Asian,Master's Degree
Microsoft,153000,5,5,Male,White,Bachelor's Degree
Google,250000,9,0,Male,Hispanic,Bachelor's Degree
Amazon,370000,11,6,Male,Asian,Master's Degree
Microsoft,303000,32,0,Male,White,Master's Degree
Google,210000,2,2,Male,Asian,Master's Degree
Microsoft,54000,8,3,Male,Asian,Master's Degree
Amazon,67000,6,0,Male,Asian,Bachelor's Degree
Amazon,360000,10,2,Male,Asian,Bachelor's Degree
Apple,200000,6,1,Male,Asian,Master's Degree
Google,480000,15,15,Male,White,PhD
Amazon,239000,8,1,Female,Asian,Master's Degree
Microsoft,202000,2,0,Male,Asian,Bachelor's Degree
Microsoft,182000,7,3,Male,White,Master's Degree
Apple,492000,21,2,Male,Two Or More,Master's Degree
Microsoft,137000,13,3,Female,White,Bachelor's Degree
Amazon,176000,3,0,Male,Asian,Master's Degree
Microsoft,258000,12,2,Male,Black,Bachelor's Degree
Microsoft,160000,9,8,Male,White,Master's Degree
Oracle,400000,16,2,Male,White,Bachelor's Degree
Microsoft,160000,1,0,Male,Asian,Bachelor's Degree
Amazon,420000,12,0,Male,Asian,Master's Degree
Amazon,60000,4,4,Male,Asian,Bachelor's Degree
Oracle,33000,4,1,Male,Asian,Bachelor's Degree
Microsoft,54000,5,1,Male,Asian,Bachelor's Degree
Facebook,313000,10,0,Male,Black,PhD
Microsoft,174000,4,0,Male,Asian,Master's Degree
Amazon,164000,5,0,Female,Asian,Master's Degree
Amazon,144000,0,0,Male,Asian,Bachelor's Degree
Microsoft,190000,10,1,Male,Asian,Master's Degree
Microsoft,165000,2,2,Male,Asian,Master's Degree
Amazon,240000,23,0,Male,Asian,Bachelor's Degree
Amazon,152000,4,1,Male,Asian,Master's Degree
Amazon,105000,1,0,Male,White,Bachelor's Degree
Amazon,173000,0,0,Male,Black,Bachelor's Degree
Amazon,305000,7,1,Male,Two Or More,Some College
Amazon,110000,5,2,Male,Asian,Master's Degree
Amazon,210000,6,6,Male,Asian,Bachelor's Degree
Amazon,176000,0,0,Male,Hispanic,Bachelor's Degree
Google,200000,10,4,Male,Asian,Highschool
Google,231000,0,0,Female,White,PhD
Amazon,78000,5,2,Male,Asian,Bachelor's Degree
Microsoft,70000,7,1,Male,Asian,Master's Degree
Microsoft,245000,22,1,Male,Asian,Bachelor's Degree
Microsoft,333000,20,17,Male,White,Master's Degree
Amazon,28000,1,1,Male,Asian,Master's Degree
Microsoft,201000,12,1,Male,Asian,Master's Degree
Amazon,151000,0,0,Male,White,Bachelor's Degree
Amazon,280000,8,0,Male,Asian,Master's Degree
Microsoft,207000,1,0,Male,Asian,Bachelor's Degree
Facebook,391000,9,0,Male,White,Highschool
Google,235000,11,0,Male,White,Bachelor's Degree
Facebook,234000,4,0,Male,Black,Bachelor's Degree
Facebook,411000,10,0,Male,White,PhD
Google,363000,0,0,Male,Asian,PhD
Amazon,190000,2,0,Male,White,Bachelor's Degree
Facebook,600000,22,6,Male,Asian,Master's Degree
Google,177000,6,0,Male,Black,Some College
Microsoft,290000,15,9,Male,Asian,Master's Degree
Microsoft,69000,4,4,Male,Asian,Bachelor's Degree
Amazon,270000,20,8,Female,Asian,Master's Degree
Apple,320000,10,2,Female,Asian,Master's Degree
Facebook,162000,7,0,Male,White,Master's Degree
Amazon,193000,6,4,Male,White,PhD
Microsoft,251000,7,2,Female,Two Or More,Bachelor's Degree
Amazon,275000,24,0,Female,White,Master's Degree
Google,70000,1,1,Male,Hispanic,Bachelor's Degree
Amazon,309000,10,8,Male,Hispanic,Bachelor's Degree
Amazon,242000,8,6,Male,Asian,Bachelor's Degree
Amazon,165000,2,1,Female,Asian,Bachelor's Degree
Google,235000,5,5,Male,White,Bachelor's Degree
Amazon,335000,9,1,Male,Asian,Master's Degree
Amazon,368000,11,9,Male,White,Bachelor's Degree
Microsoft,70000,8,2,Male,Asian,Bachelor's Degree
Amazon,38000,8,2,Female,Asian,Bachelor's Degree
Amazon,67000,11,2,Male,Asian,Bachelor's Degree
Microsoft,179000,6,5,Male,Asian,Master's Degree
Microsoft,35000,4,4,Male,Asian,Bachelor's Degree
Facebook,170000,5,0,Male,White,PhD
Amazon,163000,0,0,Male,Asian,Bachelor's Degree
Microsoft,310000,13,12,Male,Asian,Bachelor's Degree
Amazon,150000,4,1,Male,Asian,Bachelor's Degree
Amazon,263000,7,2,Female,White,Master's Degree
Facebook,255000,6,0,Male,White,PhD
Microsoft,231000,20,11,Male,White,Bachelor's Degree
Google,207000,0,0,Male,White,Highschool
Amazon,320000,13,0,Male,White,PhD
Apple,115000,13,2,Male,Asian,Bachelor's Degree
Facebook,315000,4,4,Female,Asian,Master's Degree
Amazon,155000,1,1,Male,White,Bachelor's Degree
Facebook,382000,5,5,Female,Asian,PhD
Facebook,265000,2,2,Male,Asian,Bachelor's Degree
Facebook,353000,10,0,Male,White,Master's Degree
Google,111000,5,0,Male,Asian,Master's Degree
Oracle,42000,0,0,Male,Asian,Bachelor's Degree
Amazon,139000,7,0,Male,Hispanic,Master's Degree
Amazon,235000,12,2,Female,White,Master's Degree
Amazon,159000,3,1,Male,White,Master's Degree
Microsoft,61000,2,0,Male,Asian,Master's Degree
Microsoft,173000,2,2,Male,White,Bachelor's Degree
Amazon,34000,4,2,Male,Asian,Bachelor's Degree
Microsoft,254000,15,10,Male,Asian,Bachelor's Degree
Microsoft,140000,4,4,Male,White,Bachelor's Degree
Microsoft,367000,18,9,Female,Asian,Master's Degree
Microsoft,268000,13,2,Male,Two Or More,Bachelor's Degree
Amazon,260000,14,3,Male,Two Or More,Master's Degree
Amazon,228000,6,4,Male,Asian,Master's Degree
Amazon,204000,13,2,Male,White,Bachelor's Degree
Microsoft,163000,8,8,Female,Asian,Bachelor's Degree
Microsoft,81000,1,1,Female,White,Bachelor's Degree
Google,326000,9,4,Male,White,Bachelor's Degree
Amazon,217000,5,2,Female,Asian,Master's Degree
Amazon,128000,0,0,Female,White,Some College
Microsoft,165000,4,4,Male,Black,Bachelor's Degree
Amazon,202000,4,2,Male,Asian,Master's Degree
Amazon,218000,0,0,Male,Asian,Master's Degree
Amazon,220000,4,4,Male,White,Bachelor's Degree
Microsoft,39000,1,1,Female,White,Master's Degree
Google,140000,1,0,Female,White,Master's Degree
Microsoft,202000,12,12,Male,Asian,Bachelor's Degree
Amazon,160000,8,1,Male,Asian,Bachelor's Degree
Amazon,142000,11,2,Male,Asian,Master's Degree
Amazon,305000,22,0,Male,Asian,Bachelor's Degree
Oracle,350000,14,4,Male,Asian,Master's Degree
Amazon,30000,3,0,Male,Asian,Bachelor's Degree
Microsoft,250000,8,8,Male,Asian,Master's Degree
Amazon,96000,3,3,Male,White,Bachelor's Degree
Microsoft,178000,5,0,Male,Asian,Master's Degree
Facebook,650000,4,1,Male,Asian,Master's Degree
Amazon,655000,15,0,Male,White,Bachelor's Degree
Google,350000,9,1,Male,Asian,Master's Degree
Microsoft,42000,3,3,Male,Asian,Master's Degree
Apple,200000,11,0,Male,Asian,Master's Degree
Apple,191000,3,0,Male,White,Bachelor's Degree
Microsoft,284000,5,5,Female,White,Bachelor's Degree
Amazon,308000,10,5,Female,White,Master's Degree
Apple,218000,4,3,Male,White,Bachelor's Degree
Amazon,422000,8,5,Male,Asian,Master's Degree
Facebook,313000,10,2,Male,Hispanic,Bachelor's Degree
Amazon,208000,5,2,Male,White,Bachelor's Degree
Facebook,240000,9,0,Male,White,Master's Degree
Amazon,187000,6,2,Female,White,Bachelor's Degree
Amazon,192000,4,3,Male,White,Master's Degree
Microsoft,160000,1,1,Male,White,Bachelor's Degree
Google,600000,21,14,Male,Asian,PhD
Google,162000,1,0,Male,White,Master's Degree
Microsoft,228000,4,0,Male,Asian,Master's Degree
Facebook,175000,0,0,Male,Asian,Master's Degree
Amazon,120000,0,0,Male,Asian,Bachelor's Degree
Google,799000,22,10,Male,White,Master's Degree
Amazon,173000,2,0,Male,Asian,Master's Degree
Google,220000,3,0,Male,White,Master's Degree
Google,229000,10,1,Male,Asian,Master's Degree
Apple,264000,3,0,Male,Asian,Master's Degree
Facebook,350000,10,0,Male,Asian,Master's Degree
Amazon,360000,11,10,Male,Asian,Master's Degree
Amazon,199000,5,2,Male,Asian,Master's Degree
Amazon,320000,8,8,Male,White,Master's Degree
Facebook,235000,10,0,Female,Hispanic,PhD
Amazon,220000,3,0,Male,Asian,Master's Degree
Amazon,210000,5,1,Female,Black,Master's Degree
Microsoft,155000,5,0,Male,White,Master's Degree
Facebook,225000,4,1,Female,White,PhD
Amazon,697000,13,3,Male,Asian,Master's Degree
Amazon,737000,14,0,Male,Asian,Master's Degree
Google,337000,5,0,Male,Asian,Master's Degree
Microsoft,187000,7,0,Male,White,Bachelor's Degree
Microsoft,166000,4,0,Male,Hispanic,Bachelor's Degree
Amazon,340000,2,0,Male,Asian,Bachelor's Degree
Google,202000,3,0,Female,Asian,Bachelor's Degree
Facebook,288000,6,0,Male,Asian,Master's Degree
Amazon,179000,4,0,Male,White,Bachelor's Degree
Amazon,418000,12,11,Male,Asian,Bachelor's Degree
Oracle,177000,6,6,Male,Asian,PhD
Microsoft,81000,11,1,Male,Asian,Master's Degree
Microsoft,95000,10,1,Male,White,Master's Degree
Amazon,148000,17,1,Male,Asian,Master's Degree
Amazon,245000,10,8,Male,Asian,Master's Degree
Amazon,270000,15,4,Male,Asian,Master's Degree
Google,105000,5,1,Male,White,Bachelor's Degree
Apple,227000,7,0,Female,Asian,Master's Degree
Apple,214000,6,2,Male,Asian,Some College
Microsoft,186000,8,5,Male,Black,Master's Degree
Amazon,59000,4,0,Male,Asian,Master's Degree
Microsoft,140000,0,0,Male,Asian,Master's Degree
Google,231000,2,2,Male,Asian,Master's Degree
Microsoft,201000,10,9,Male,White,Bachelor's Degree
Microsoft,201000,11,9,Male,White,Bachelor's Degree
Amazon,120000,12,4,Female,Asian,Master's Degree
Google,575000,23,0,Male,White,Bachelor's Degree
Amazon,210000,3,3,Male,Asian,Bachelor's Degree
Facebook,120000,4,4,Other,Two Or More,Bachelor's Degree
Facebook,170000,1,1,Male,Hispanic,Bachelor's Degree
Facebook,226000,6,0,Male,Asian,Master's Degree
Google,250000,4,0,Male,Asian,Bachelor's Degree
Facebook,242000,4,0,Male,Asian,Bachelor's Degree
Apple,245000,4,0,Male,Asian,Bachelor's Degree
Apple,200000,7,1,Female,Asian,Bachelor's Degree
Microsoft,410000,13,2,Female,Asian,Master's Degree
Amazon,520000,10,8,Male,White,Bachelor's Degree
Google,240000,11,3,Male,White,Bachelor's Degree
Microsoft,254000,17,0,Female,Black,Master's Degree
Facebook,432000,14,3,Female,White,Bachelor's Degree
Amazon,211000,5,2,Male,Asian,Master's Degree
Facebook,546000,10,2,Female,Asian,Bachelor's Degree
Google,197000,4,0,Male,Asian,Master's Degree
Google,184000,1,0,Male,White,Bachelor's Degree
Amazon,156000,0,0,Male,Black,Bachelor's Degree
Amazon,161000,1,1,Male,Two Or More,Bachelor's Degree
Amazon,150000,10,3,Male,White,Master's Degree
Amazon,246000,4,0,Male,Asian,Bachelor's Degree
Oracle,58000,1,1,Male,White,Master's Degree
Google,301000,10,9,Male,Asian,Bachelor's Degree
Oracle,39000,13,2,Male,Asian,Bachelor's Degree
Facebook,199000,6,0,Female,White,Bachelor's Degree
Amazon,157000,11,4,Male,White,Master's Degree
Google,252000,7,0,Female,White,Master's Degree
Amazon,130000,2,1,Male,Asian,Bachelor's Degree
Amazon,140000,1,1,Male,Asian,Master's Degree
Amazon,360000,10,4,Male,Asian,PhD
Google,75000,7,2,Male,Asian,Master's Degree
Microsoft,296000,5,5,Male,White,Bachelor's Degree
Microsoft,160000,15,7,Male,Asian,Bachelor's Degree
Amazon,188000,0,0,Female,White,Bachelor's Degree
Microsoft,214000,6,0,Male,Hispanic,Bachelor's Degree
Amazon,165000,0,0,Male,Asian,Bachelor's Degree
Apple,200000,4,2,Male,Asian,Master's Degree
Google,290000,19,0,Male,White,Bachelor's Degree
Microsoft,159000,6,6,Female,Two Or More,Bachelor's Degree
Amazon,173000,0,0,Male,Two Or More,Master's Degree
Apple,226000,3,0,Male,Asian,Master's Degree
Google,242000,2,2,Male,Asian,Bachelor's Degree
Amazon,225000,12,0,Female,White,Master's Degree
Amazon,205000,10,2,Female,Asian,Bachelor's Degree
Facebook,160000,6,2,Female,White,Bachelor's Degree
Amazon,242000,4,4,Male,White,Master's Degree
Amazon,200000,3,3,Male,White,Bachelor's Degree
Microsoft,469000,26,21,Male,White,Bachelor's Degree
Facebook,270000,1,1,Male,Asian,PhD
Amazon,188000,13,2,Male,Asian,Bachelor's Degree
Google,431000,9,1,Male,White,Master's Degree
Microsoft,211000,12,5,Male,White,Highschool
Microsoft,129000,5,5,Male,White,Master's Degree
Google,391000,15,12,Female,White,Bachelor's Degree
Amazon,197000,12,0,Male,Asian,Bachelor's Degree
Amazon,220000,5,5,Male,Asian,Bachelor's Degree
Amazon,206000,5,0,Male,Asian,Master's Degree
Amazon,165000,0,0,Male,Asian,Master's Degree
Amazon,160000,2,2,Female,White,Bachelor's Degree
Google,205000,2,0,Male,Asian,Bachelor's Degree
Amazon,265000,14,0,Male,Asian,Master's Degree
Amazon,209000,7,3,Male,Asian,Master's Degree
Apple,225000,6,1,Male,White,PhD
Apple,330000,10,0,Male,Asian,Master's Degree
Amazon,219000,2,2,Male,Asian,Master's Degree
Amazon,175000,10,4,Male,White,Master's Degree
Microsoft,280000,13,2,Male,Asian,Master's Degree
Microsoft,114000,2,0,Male,Asian,Bachelor's Degree
Apple,400000,24,0,Male,Asian,Master's Degree
Amazon,180000,2,2,Male,Asian,Master's Degree
Amazon,260000,6,6,Male,Asian,Master's Degree
Facebook,744000,14,0,Female,Two Or More,Master's Degree
Amazon,205000,6,5,Male,Asian,Bachelor's Degree
Apple,147000,0,0,Male,Asian,Bachelor's Degree
Microsoft,61000,10,1,Male,Asian,Bachelor's Degree
Amazon,27000,1,1,Male,Asian,Bachelor's Degree
Amazon,194000,4,0,Male,White,Master's Degree
Amazon,277000,10,1,Male,White,Bachelor's Degree
Amazon,127000,5,4,Male,White,Bachelor's Degree
Amazon,250000,6,3,Male,White,Bachelor's Degree
Amazon,125000,5,0,Male,Black,Bachelor's Degree
Amazon,242000,4,0,Male,Asian,Bachelor's Degree
Facebook,272000,4,0,Male,Asian,Bachelor's Degree
Google,284000,4,0,Male,Asian,Bachelor's Degree
Amazon,180000,3,0,Male,Black,Bachelor's Degree
Microsoft,175000,18,4,Female,Black,Master's Degree
Oracle,125000,6,2,Female,White,Bachelor's Degree
Apple,302000,10,1,Male,White,Bachelor's Degree
Amazon,150000,10,0,Male,Asian,Bachelor's Degree
Microsoft,323000,20,4,Male,White,Bachelor's Degree
Google,378000,13,7,Male,Asian,Master's Degree
Microsoft,300000,25,0,Male,White,Bachelor's Degree
Microsoft,186000,3,2,Male,Asian,Master's Degree
Amazon,162000,0,0,Male,Asian,Master's Degree
Amazon,159000,2,0,Male,Asian,Master's Degree
Facebook,350000,8,0,Male,Asian,Bachelor's Degree
Microsoft,266000,15,0,Male,Two Or More,Bachelor's Degree
Amazon,140000,5,0,Male,Asian,Master's Degree
Amazon,147000,4,0,Male,White,Bachelor's Degree
Amazon,180000,3,1,Male,White,Bachelor's Degree
Microsoft,59000,5,1,Male,Asian,Bachelor's Degree
Google,360000,13,6,Male,Asian,Bachelor's Degree
Google,286000,4,4,Male,Asian,PhD
Google,233000,3,1,Male,White,PhD
Amazon,300000,8,3,Male,Asian,Master's Degree
Amazon,310000,6,6,Male,White,Bachelor's Degree
Amazon,263000,4,4,Male,White,Bachelor's Degree
Microsoft,155000,1,1,Male,White,Master's Degree
Google,201000,7,0,Male,Black,Bachelor's Degree
Amazon,242000,4,2,Male,White,Bachelor's Degree
Apple,205000,3,2,Male,Asian,Master's Degree
Microsoft,148000,7,3,Female,Black,Master's Degree
Apple,120000,8,4,Female,Asian,Bachelor's Degree
Amazon,160000,10,1,Male,Asian,Bachelor's Degree
Oracle,250000,15,7,Male,Asian,Master's Degree
Google,341000,8,0,Male,Asian,Master's Degree
Amazon,595000,15,6,Female,White,Master's Degree
Amazon,278000,12,0,Male,White,Highschool
Amazon,218000,2,2,Male,Asian,Master's Degree
Google,193000,2,0,Male,Hispanic,Bachelor's Degree
Google,189000,2,0,Male,White,PhD
Facebook,275000,12,0,Male,Black,Master's Degree
Facebook,400000,7,0,Male,White,Bachelor's Degree
Microsoft,138000,2,2,Female,White,Bachelor's Degree
Amazon,69000,6,6,Male,Asian,Bachelor's Degree
Google,197000,3,2,Male,Asian,Bachelor's Degree
Amazon,150000,25,0,Male,White,PhD
Oracle,30000,5,4,Male,Asian,Master's Degree
Facebook,285000,5,1,Male,White,Bachelor's Degree
Microsoft,173000,4,4,Male,Asian,Master's Degree
Google,252000,4,0,Male,Asian,Master's Degree
Amazon,271000,10,2,Male,Asian,Bachelor's Degree
Google,260000,20,1,Male,White,Bachelor's Degree
Oracle,140000,17,10,Male,White,Bachelor's Degree
Apple,228000,8,0,Female,Hispanic,Master's Degree
Amazon,432000,13,0,Male,Asian,Master's Degree
Google,405000,13,0,Male,Asian,Master's Degree
Amazon,280000,10,1,Female,Asian,Bachelor's Degree
Microsoft,196000,4,0,Male,Asian,Master's Degree
Amazon,324000,10,2,Male,White,Bachelor's Degree
Microsoft,43000,6,3,Male,Asian,Bachelor's Degree
Amazon,161000,2,0,Male,Asian,Master's Degree
Google,165000,13,3,Male,Asian,Master's Degree
